32	0x20	 	12567991	10636159	eng	He called me a fag just because I'm wearing an earring.	felidad	2022-01-22 14:02:07	2022-01-22 14:02:07
59	0x3b	;	5628	10831773	eng	Don't worry; I won't forget anything you've told me.	SillyDonut7	2022-05-15 07:57:11	2022-05-15 07:57:11
60	0x3c	<	9	1518799	eng	When you buy a <xxx> television get 1 year of subscription free.	\N	2012-04-06 19:13:02	2012-04-06 20:11:44
61	0x3d	=	25	12197785	eng	Elementary algebra: a) let x be the number of sentences in Galician; b) let x + 700 be the number of sentences in Romanian; c) today, x + 700 = 2x; d) what is the value of x? Solution: 2x = x + 700 ➜ 2x - x = 700 ➜ x = 700. Conclusion: today there are 700 sentences in Galician and 1,400 sentences in Romanian.	carlosalberto	2023-12-06 19:23:51	2023-12-06 19:23:51
62	0x3e	>	19	9015770	eng	Between E->K translations and K->E, it appears that more people want English-Kadazan translations.	LeeSooHa	2020-09-05 02:44:14	2020-09-05 02:44:14
63	0x3f	?	220657	9866259	eng	What's eating Tom?	CK	2021-03-23 18:46:43	2021-03-23 18:46:43
64	0x40	@	18	3687300	eng	How is the @ sign pronounced in your language?	sarefo	2014-12-11 17:23:39	2014-12-11 17:23:39
65	0x41	A	111280	8392926	eng	There are so many good shops in Algiers.	Amastan	2019-12-20 09:20:58	2019-12-20 09:20:58
66	0x42	B	56181	8617478	eng	Buy some condoms.	Amastan	2020-03-17 10:33:42	2020-03-17 10:33:42
67	0x43	C	45024	5705244	eng	A merry Christmas to everybody! A happy New Year to all the world!	Hybrid	2016-12-24 16:28:51	2016-12-24 16:28:51
68	0x44	D	75692	1444199	eng	"What, Snuffles? Dangerous? I assure you I have him well train-AAAARGH!!"	charlotte13	2012-02-19 14:35:02	2012-02-19 14:35:02
69	0x45	E	32580	65256	eng	Elizabeth is independent of her parents.	CP	\N	2014-09-04 15:51:45
70	0x46	F	36741	10284726	eng	Following the rules was a constraint on my creativity.	ddnktr	2021-09-09 07:21:58	2021-09-09 07:21:58
71	0x47	G	25273	9337156	eng	Furries are not monsters. Get that out of your system.	DJ_Saidez	2020-11-20 04:49:40	2020-11-20 04:49:40
72	0x48	H	141900	8578813	eng	He's the head of the anti-mafia pool of magistrates.	Amastan	2020-02-26 16:04:48	2020-02-26 16:04:48
73	0x49	I	583357	10832166	eng	It was a magical time.	ddnktr	2022-05-15 14:01:54	2022-05-15 14:01:54
74	0x4a	J	31783	10583240	eng	Hideyuki was a friend in Japan during my stint there as a software engineer. He invited me to eat whale-meat cuisine in a posh restaurant. He said that the whales used were from the scientific quota allowed to Japan.	nonong	2021-12-26 08:53:41	2021-12-26 08:53:41
75	0x4b	K	15825	8085714	eng	Moving to Kabylie was his worst decision.	Amastan	2019-08-01 10:46:01	2019-08-01 10:46:01
76	0x4c	L	51869	11592221	eng	Michael heard Linda was in the hospital.	Amastan	2023-03-13 08:09:26	2023-03-13 08:09:26
77	0x4d	M	232832	6658163	eng	Tom asked me to wait here until Mary came back.	CK	2018-02-01 07:59:21	2018-02-01 07:59:21
78	0x4e	N	28176	6139111	eng	I would like to learn the Na'vi language.	Sethlang	2017-06-10 06:05:53	\N
79	0x4f	O	23933	6620745	eng	“Oh, my God!” I gasped. “What is it? What does it mean?”	Hybrid	2018-01-20 20:03:07	2018-01-20 20:03:07
80	0x50	P	29717	6211770	eng	The lady of honor, being as sharp set as the other folks, grew very impatient, and told the Princess aloud that the meal was served.	Hybrid	2017-08-26 20:40:08	2017-08-26 20:40:08
81	0x51	Q	1835	1577178	eng	The source made reference to Kate and the Queen being seen chatting and smiling together last March.	eastasiastudent	2012-05-17 09:53:44	2012-05-17 09:53:44
82	0x52	R	35559	11661418	eng	Stefan offered his necklace to Rima.	Amastan	2023-04-06 14:51:53	2023-04-06 14:51:53
83	0x53	S	165321	9957823	eng	They said hello to Sophie.	sundown	2021-04-14 21:03:22	2021-04-14 21:03:22
84	0x54	T	702253	3201561	eng	Did Tom tell you about the fire?	CK	2014-04-25 16:22:51	2015-12-24 11:43:20
85	0x55	U	8758	11071615	eng	The US left Iraq and Afghanistan in shame.	Amastan	2022-08-20 12:27:17	2022-08-20 12:27:17
86	0x56	V	7812	6907892	eng	After supper I usually watch TV.	CK	2018-05-24 01:55:02	2018-05-24 01:55:02
87	0x57	W	159924	3240685	eng	We haven't worked out custody of the children yet.	CK	2014-05-09 14:44:16	2014-05-09 14:44:16
88	0x58	X	448	11921018	eng	Xylazine is proof that the heroin epidemic is intentionally being inflicted on people.	shekitten	2023-07-10 13:40:20	2023-07-10 13:40:20
89	0x59	Y	94520	6799507	eng	You and I should go together.	CK	2018-03-27 07:33:48	2018-03-27 07:33:48
90	0x5a	Z	43312	11173319	eng	Ziri grew up happy.	Amastan	2022-10-13 07:18:30	2022-10-13 07:18:30
91	0x5b	[	45	10520097	eng	“It's not just about millennials, it's not just about [Gen] Z [people under 24], we also see that boomers are making a transition, he added. “Their percentage of moving into rental properties is growing in the last five years.”	Hybrid	2021-11-20 18:31:12	2021-11-20 18:31:12
93	0x5d	]	45	8285209	eng	Twenty-four percent of the people in group one [men born between 1960 to 1964], almost one-in-four, didn't work because they were in prison.	Hybrid	2019-10-25 22:58:39	2019-10-25 22:58:39
94	0x5e	^	8	8665635	eng	The “smiling face with smiling eyes” is a standard in approval and appreciation. It expresses genuine happiness and warm, positive feelings. It is an emoji form of the ^^ emoticon.	Hybrid	2020-04-08 22:18:48	2020-04-08 22:18:48
95	0x5f	_	21	813615	eng	Let's find sentences with new vocabulary on this topic, add them to the following list: _____; and translate them.	MUIRIEL	2011-03-27 16:41:32	2011-03-27 19:58:15
97	0x61	a	4726044	8587654	eng	He is buying a computer.	AlanF_US	2020-03-01 15:04:02	2020-03-01 15:04:02
98	0x62	b	794374	6529832	eng	I can't believe you told Tom that.	CK	2017-12-01 08:17:37	2017-12-01 08:17:37
99	0x63	c	1170517	8414685	eng	I saw a group of Muslims praying in public.	Amastan	2019-12-29 17:37:24	2019-12-29 17:37:24
100	0x64	d	2420158	2538494	eng	Tom and Mary are getting ready to go out.	CK	2013-07-01 00:24:35	2013-07-01 00:24:35
101	0x65	e	6743651	29208	eng	Raise your hand if you understand it.	CK	\N	2011-03-09 14:35:46
102	0x66	f	912083	11699166	eng	There had to be at least fifty people in there.	Amastan	2023-04-21 13:28:35	2023-04-21 13:28:35
103	0x67	g	1207574	11689106	eng	Claudio is five years younger than Isabella.	Amastan	2023-04-17 08:44:43	2023-04-17 08:44:43
104	0x68	h	3253466	12115800	eng	Sigurd was certainly foreign to Scandinavia; hence the epithet Hunnish, constantly applied to him, and the localising of the legend by the Rhine.	Cangarejo	2023-10-19 14:25:47	2023-10-19 14:25:47
105	0x69	i	3708784	7776182	eng	The current world is a world of knowledge.	BB__031216	2019-02-14 13:00:06	2019-02-14 13:00:06
106	0x6a	j	69247	6436038	eng	Neither Tom nor Mary has found a job.	CK	2017-11-01 02:44:23	2017-11-01 02:44:23
107	0x6b	k	684631	11731756	eng	She works here, but her office is actually on the first floor.	sundown	2023-05-02 05:55:36	2023-05-02 05:55:36
108	0x6c	l	2281954	3170686	eng	That's a nice shade of blue.	CK	2014-04-13 03:36:01	2014-04-13 03:36:01
109	0x6d	m	1803930	5915391	eng	I injured myself playing basketball.	CK	2017-03-03 21:29:14	\N
110	0x6e	n	3716225	11448776	eng	Progressive policies like universal healthcare are overwhelmingly popular in the United States, but the system is rigged in favor of right-wing oligarchs.	shekitten	2023-01-10 01:07:06	2023-01-10 01:07:06
111	0x6f	o	5125207	721677	eng	I have xenophobia.	\N	2011-01-22 20:41:59	2019-03-14 02:35:41
112	0x70	p	882011	1324025	eng	I really wish I'd paid more attention in Budapest instead of going shopping and seeing the Harry Potter movie.	shekitten	2011-12-26 18:24:08	2021-05-07 01:05:06
113	0x71	q	34858	1093821	eng	Tom had no qualms about lying.	CK	2011-09-10 09:20:53	2011-09-10 09:20:53
114	0x72	r	3136714	12174031	eng	This animal externally resembles the seal, but he is stronger and much larger. Like the seals they have five toes to each paw, but their claws are shorter, and their head shorter and rounder.	Cangarejo	2023-11-23 15:25:46	2023-11-23 15:25:46
115	0x73	s	3482741	530561	eng	The Chinese automotive import market shows signs of slight growth.	wma	2010-09-24 13:47:28	2010-09-24 13:47:28
116	0x74	t	5322382	5407425	eng	Tom skipped the conference last year as well.	CK	2016-09-06 15:05:30	2017-01-07 06:30:24
117	0x75	u	1635950	265234	eng	What will actually happen is anyone's guess.	CC	\N	2019-03-21 10:30:36
118	0x76	v	584586	8271410	eng	That will depend exclusively on you.	XY	2019-10-20 20:29:42	2019-10-20 20:29:42
119	0x77	w	1298471	31018	eng	If I had known the news, I would have told you.	CK	\N	2011-01-03 07:20:44
120	0x78	x	76636	3444365	eng	Tom is standing right next to Mary.	CK	2014-08-21 04:44:33	2016-04-09 02:04:53
121	0x79	y	1532685	11294362	eng	You got me out of it, and I owe you my thanks, but you need not have put your neck into the noose.	Cangarejo	2022-12-04 19:25:56	2022-12-04 19:25:56
122	0x7a	z	36732	6877490	eng	Is Tom lazy?	CK	2018-05-06 01:37:09	2018-05-06 01:37:09
123	0x7b	{	2	8092933	eng	The set without any elements is called the empty set and is denoted by {}.	kedymera	2019-08-05 21:04:01	2019-08-05 21:04:01
125	0x7d	}	2	8092933	eng	The set without any elements is called the empty set and is denoted by {}.	kedymera	2019-08-05 21:04:01	2019-08-05 21:04:01
126	0x7e	~	2	534734	eng	Aa, Aaaaa~~ It's about to leak.	Scott	2010-09-26 19:59:24	2010-09-26 19:59:24
160	0xa0	 	213	6942416	eng	Tom and Mary looked at one another for a few minutes.	CK	2018-06-13 02:48:29	2018-06-13 02:48:29
162	0xa2	¢	1	6710002	eng	On the new automated teller machine, I accidentally withdrew 50¢ instead of $50 dollars.	Eccles17	2018-02-24 20:18:51	2018-02-24 20:18:51
163	0xa3	£	12	10921758	eng	This bag cost £6.	sundown	2022-06-18 22:49:20	2022-06-18 22:49:20
165	0xa5	¥	6	10294665	eng	It's tax-free in the case it's below ¥50,000.	terrywallwork	2021-09-14 07:02:22	2021-09-14 10:46:32
173	0xad	­	14	5337280	eng	Tom left some dirty dishes in the sink­.	Hybrid	2016-08-12 15:19:43	2017-01-04 13:01:25
176	0xb0	°	80	3560494	eng	Preheat the oven to 400°F. Brush the inside of a large soufflé dish with 2 tablespoons of softened butter.	Lebensfreude	2014-10-15 23:07:44	2023-03-05 14:52:09
178	0xb2	²	14	5369912	eng	Which solutions does the equation ‘x² - 6x - 27 = 0’ have?	Objectivesea	2016-08-25 10:50:04	2016-08-25 10:51:34
179	0xb3	³	5	6029206	eng	Solve this cubic equation: x³ + 2x² − x − 2 = 0.	Huskion	2017-04-22 03:33:02	\N
183	0xb7	·	4	3758549	eng	2 · 7 · 11 · 13 + 4 = 2006	Wuzzy	2015-01-10 18:25:00	2015-01-10 18:25:00
185	0xb9	¹	1	6555555	eng	Find the remainder when 2²⁰¹³ is divided by 3.	jasmaa	2017-12-14 17:13:02	2019-10-19 16:10:36
188	0xbc	¼	2	6310278	eng	This computer has a 5¼-inch floppy drive.	Hybrid	2017-09-16 17:08:58	2017-09-16 17:08:58
189	0xbd	½	12	7026038	eng	Florence is about 2½ hours by train from Rome.	Hybrid	2018-07-27 23:42:28	2018-07-27 23:42:28
192	0xc0	À	2	2921253	eng	Tom prides himself on having read the original "À la recherche des temps perdu" all the way through.	AlanF_US	2013-12-11 03:23:56	2013-12-11 03:23:56
193	0xc1	Á	7	1546745	eng	We learned at school that the Portuguese Pedro Álvares Cabral discovered Brazil.	\N	2012-04-24 02:53:11	2016-05-29 20:02:12
197	0xc5	Å	2	3707689	eng	The most important attractions of the Åland Islands are the friendly people and the beautiful scenery.	\N	2014-12-24 07:33:17	2019-03-13 05:33:23
198	0xc6	Æ	1	11037471	eng	X Æ A-Xii is bullied in school.	Cabo	2022-08-01 12:06:36	2022-12-24 20:08:37
199	0xc7	Ç	1	729287	eng	We write Çorum "Ĉorum" in Esperanto.	shekitten	2011-01-27 12:21:04	2021-09-29 01:03:56
201	0xc9	É	15	9151927	eng	My favorite singer is Édith Piaf.	rafaeldejesus8199	2020-10-16 18:33:03	2020-10-16 18:33:03
205	0xcd	Í	2	790047	eng	The bus stops at Hótel Ísland.	Swift	2011-03-12 15:11:45	2011-03-13 17:01:03
206	0xce	Î	1	9473703	eng	I dreamt this early morning about conlanging, specifically modifying Esperanto, so that I would replace the letter J with the letter Î, and I would add Japanese vocables. My cousin Eileen was in the dream, and she thought that I should not pursue the project.	nonong	2020-12-13 13:57:40	2020-12-13 13:57:40
211	0xd3	Ó	1	10260618	eng	In 2020 during lockdown, Icelandic pianist Víkingur Ólafsson performed a series of weekly concerts to an empty Harpa Concert Hall in Reykjavík.	sundown	2021-08-25 07:23:14	2021-08-25 07:23:14
214	0xd6	Ö	2	1814805	eng	Austria is called "Österreich" in German.	Amastan	2012-09-03 17:16:55	2012-09-03 17:16:55
215	0xd7	×	3	722652	eng	Pages are usually at least 4 KiB (4×1024 bytes) in size, and systems with large virtual address ranges or large amounts of real memory generally use larger page sizes.	qdii	2011-01-23 10:27:22	2011-01-23 10:27:22
216	0xd8	Ø	4	8647380	eng	The Øresund Bridge links Malmö and Copenhagen.	Hybrid	2020-03-31 00:59:29	2020-03-31 00:59:29
218	0xda	Ú	5	2770345	eng	The SUBE card (standing for Sistema Único de Boleto Electrónico; literal English translation: Unified Electronic Ticket System) is a contactless smart card system introduced in February 2009.	Leono	2013-10-02 22:42:36	2013-10-02 22:42:36
220	0xdc	Ü	6	716091	eng	Nietzsche spoke of "Übermenschen," not "Übermänner," so your supermen and overmen can go sit on a fencepost.	papabear	2011-01-19 00:21:04	2011-01-19 00:21:29
222	0xde	Þ	1	9670162	eng	Yesterday was Þorláksmessa, today is Christmas Eve, and tomorrow is Christmas Day.	ravensfeather	2021-01-17 18:08:56	2021-01-17 18:08:56
223	0xdf	ß	13	12075243	eng	Tom stood with a camera crew in Invalidenstraße waiting for the first citizens of the GDR to arrive in West Berlin.	sundown	2023-09-24 09:47:23	2023-09-24 09:47:49
224	0xe0	à	35	6616827	eng	I have several times observed that he has taken pains to prevent them from being tête-à-tête.	Hybrid	2018-01-19 00:57:59	2018-01-19 00:57:59
225	0xe1	á	137	1815311	eng	Hungary is called "Magyarország" in Hungarian.	Amastan	2012-09-03 22:01:37	2012-09-03 22:01:37
226	0xe2	â	24	5520676	eng	Tom made a papier-mâché mask.	Hybrid	2016-10-15 18:24:42	2016-10-15 18:24:42
227	0xe3	ã	83	4131319	eng	I'd like you to meet João.	marcospcruz	2015-04-30 18:33:15	2015-04-30 18:33:15
228	0xe4	ä	44	6008657	eng	Göbädiä, çäkçäk, qıstıbıy and öçpoçmaq are magnificent Tatar dishes.	AqQoyriq_1	2017-04-11 21:45:09	\N
229	0xe5	å	9	5119742	eng	Skånska has a hard r-sound.	honestlang	2016-05-07 03:28:23	2016-05-07 03:28:23
230	0xe6	æ	9	10531041	eng	How came the Bodies of Animals to be contrived with so much Art, and for what ends were their several Parts? Was the Eye contrived without Skill in Opticks, and the Ear without Knowledge of Sounds?... Does it not appear from Phænomena that there is a Being incorporeal, living, intelligent, omnipresent?	carlosalberto	2021-11-27 03:34:12	2021-11-27 03:34:12
231	0xe7	ç	51	1284983	eng	The Franconian guest is entitled to be a little jealous when coming to the traditional holiday residence of High Society and the chosen homeland of rich pensioners, smelling the fragrant scents of the whole world at the flower market and walking past the Belle Époque Façades of famous noble hotels.	al_ex_an_der	2011-12-07 15:50:51	2011-12-07 15:51:08
232	0xe8	è	65	8781075	eng	"Louis de Funès was a French actor." "This is bullshit! Louis de Funès was Kabyle!"	Amastan	2020-05-22 15:35:44	2020-05-22 15:35:44
233	0xe9	é	639	9941460	eng	A famed chess café in New York City called Chess Forum has survived the pandemic.	Hybrid	2021-04-06 23:31:49	2021-04-06 23:31:49
234	0xea	ê	18	1442023	eng	I have a Vietnamese friend. Her name is Tiên.	Vortarulo	2012-02-18 01:30:31	2012-02-18 01:30:31
235	0xeb	ë	26	1815371	eng	Luxembourg is called "Lëtzebuerg" in Luxembourgish.	Amastan	2012-09-03 22:15:38	2012-09-03 22:15:38
236	0xec	ì	6	4844614	eng	Everyone's used to calling Shanghai "Módū" and calling Beijing "Dìdū".	pig8322	2016-01-20 03:28:51	2016-01-20 06:38:08
237	0xed	í	126	7909125	eng	São Tomé is the capital of São Tomé and Príncipe.	MarijnKp	2019-05-14 12:38:39	2019-05-14 12:38:39
238	0xee	î	15	1336128	eng	Gontran often played with Olga in the streets of Nîmes.	Scott	2012-01-03 22:49:04	2012-01-03 22:49:04
239	0xef	ï	53	11991017	eng	I drive towards Béjaïa.	LdjuherTaqvaylit	2023-08-11 13:33:52	2023-08-11 13:33:52
240	0xf0	ð	2	3608086	eng	The Bárðarbunga is erupting in Iceland.	Hybrid	2014-11-05 04:22:56	2014-11-05 04:22:56
241	0xf1	ñ	38	4520261	eng	The Spanish words "cigüeña", "pingüino", and "vergüenza" have diaeresis.	mervert1	2015-09-13 13:18:40	2015-09-15 12:44:25
242	0xf2	ò	2	10080620	eng	I created a new language called Tiengòne.	espamatics	2021-06-02 16:11:07	2021-06-02 16:11:07
243	0xf3	ó	62	773488	eng	López has four brothers.	marloncori	2011-02-28 06:18:37	2011-02-28 06:18:37
244	0xf4	ô	16	7043036	eng	Tom got into an argument with the maître d'hôtel.	Hybrid	2018-08-04 15:31:31	2018-08-04 15:31:31
245	0xf5	õ	1	9012641	eng	The Taa language, also known as ǃXóõ, is native to Botswana and Namibia, and of particular interest to linguists due to its large number of phonemes and frequent use of click consonants.	Vanilla	2020-09-03 13:29:14	2020-09-03 13:29:14
246	0xf6	ö	62	11763340	eng	After Bernd had raked the leaves together, along came his son Sören who blew them all about again with his leaf blower.	sundown	2023-05-14 22:50:18	2023-05-14 22:50:18
248	0xf8	ø	7	3037485	eng	Norway's Marit Bjørgen won the 15km women's skiathlon.	Hybrid	2014-02-08 21:45:01	2017-11-17 00:33:03
249	0xf9	ù	1	11951964	eng	Giorgia Meloni was a member of the neo-fascist Fronte della Gioventù.	shekitten	2023-07-23 14:24:26	2023-07-23 14:24:26
250	0xfa	ú	23	752213	eng	Whenever I translate something from English into Spanish, I prefer to use the familiar "tú" instead of the formal "usted".	Dejo	2011-02-12 06:13:39	2015-02-15 16:38:55
251	0xfb	û	5	10096124	eng	"Forensic Informatics Engineering" means "Wağungwûîyat Tençmenwûs" in al Bakiyye language.	jungnet	2021-06-10 08:36:26	2021-06-10 08:36:26
252	0xfc	ü	85	9422913	eng	The goal of this mission is to extract 2 kilograms of sample from the moon’s northern Mons Rümker region and bring it back to the Earth.	Hybrid	2020-12-03 00:03:17	2020-12-03 00:03:17
253	0xfd	ý	1	9832053	eng	The Slovak alphabet consists of 46 letters: a, á, ä, b, c, č, d, ď, dz, dž, e, é, f, g, h, ch, i, í, j, k, l, ĺ, ľ, m, n, ň, o, ó, ô, p, q, r, ŕ, s, š, t, ť, u, ú, v, w, x, y, ý, z, ž.	Dominika7	2021-03-08 16:23:23	2021-03-08 16:23:32
257	0x101	ā	68	11765329	eng	In Buddhist cosmology, there are several heavens and several hellworlds. I am thinking that our Earth could possibly be just one of the hellworlds. Baptist Protestantism is similar to Pure Land Buddhism or Amidism, because they both require only faith on a superperson, either Jesus or Amitābha Buddha, respectively. Of course, both Buddhism and Christianity have other different sects. Other sects of Buddhism do not really require faith on a superperson.	nonong	2023-05-15 16:50:02	2023-05-15 16:55:22
259	0x103	ă	1	7907656	eng	Chișinău is the capital of Moldova.	MarijnKp	2019-05-13 19:01:48	2019-05-13 19:01:48
263	0x107	ć	3	5867317	eng	Many Serbian, Bosnian, and Croatian surnames end in "ić".	ellasevia	2017-02-14 20:03:09	2017-02-14 20:03:09
264	0x108	Ĉ	1	729287	eng	We write Çorum "Ĉorum" in Esperanto.	shekitten	2011-01-27 12:21:04	2021-09-29 01:03:56
265	0x109	ĉ	4	633978	eng	The Esperanto alphabet has 28 letters: a, b, c, ĉ, d, e, f, g, ĝ, h, ĥ, i, j, ĵ, k, l, m, n, o, p, r, s, ŝ, t, u, ŭ, v, z.	shekitten	2010-11-24 14:26:41	2021-09-29 01:05:51
268	0x10c	Č	1	1815266	eng	The Czech Republic is called "Česká republika" in Czech.	Amastan	2012-09-03 21:49:40	2012-09-03 21:49:40
269	0x10d	č	11	451156	eng	Andrej Chadanovič is a major figure in Belarusian poetry.	shekitten	2010-08-03 22:02:29	2021-05-07 00:17:56
271	0x10f	ď	1	9832053	eng	The Slovak alphabet consists of 46 letters: a, á, ä, b, c, č, d, ď, dz, dž, e, é, f, g, h, ch, i, í, j, k, l, ĺ, ľ, m, n, ň, o, ó, ô, p, q, r, ŕ, s, š, t, ť, u, ú, v, w, x, y, ý, z, ž.	Dominika7	2021-03-08 16:23:23	2021-03-08 16:23:32
273	0x111	đ	1	704697	eng	Vietnam's currency is the đồng. Its symbol is "₫".	\N	2011-01-09 15:08:23	2016-01-21 22:34:53
275	0x113	ē	5	10113482	eng	Among New Zealand’s endangered insects is the iconic Wētā. They are one of the South Pacific nation’s most recognizable creatures with their large bodies, spiny legs, and curved tusks.	Hybrid	2021-06-17 23:40:29	2021-06-17 23:40:29
281	0x119	ę	5	11362088	eng	Saying "I love you" in Kabyle is not as easy as in French and English since the expression "ḥemmleɣ-kem", strangely resembling the Polish formula "Kocham Cię" is not so fluid, phonetically speaking. In Russian, it is even more laborious as it is said "Ya tibya lyublyu" (Я тебя люблю)". Finally, the main thing is to claim it with sincerity.	AmarMecheri	2022-12-22 21:44:58	2022-12-22 21:44:58
283	0x11b	ě	1	9832088	eng	The Upper Sorbian alphabet consists of 34 letters: a, b, c, č, ć, d, dź, e, ě, f, g, h, ch, i, j, k, ł, l, m, n, ń, o, ó, p, r, ř, s, š, t, u, w, y, z, ž.	Dominika7	2021-03-08 16:53:54	2021-03-08 16:53:54
285	0x11d	ĝ	6	7853976	eng	Abraham fell upon his face, and lauĝed, saying in his heart: Shall a son, thinkest thou, be born to him that is a hundred years old? and shall Sara that is ninety years old bring forth?	carlosalberto	2019-04-15 17:03:05	2019-04-15 17:03:05
287	0x11f	ğ	5	12253482	eng	Erdoğan is the president of Turkey	avi1000	2024-01-06 00:18:15	2024-01-06 00:18:15
293	0x125	ĥ	2	633978	eng	The Esperanto alphabet has 28 letters: a, b, c, ĉ, d, e, f, g, ĝ, h, ĥ, i, j, ĵ, k, l, m, n, o, p, r, s, ŝ, t, u, ŭ, v, z.	shekitten	2010-11-24 14:26:41	2021-09-29 01:05:51
299	0x12b	ī	13	11532387	eng	In A.C. Bhaktivedanta Swami Prabhupāda's own commentaries about the Bhagavad-Gītā, the Hindu sacred book, he uses the word "planets" to describe places like Vaikuṇṭha, the heavenly abode of Vishnu.	nonong	2023-02-12 17:59:54	2023-02-12 18:00:15
304	0x130	İ	2	6119444	eng	The conquest of İstanbul antedates the discovery of America.	MostAssertive	2017-06-01 13:36:26	\N
