32	0x20	 	4890375	6977979	rus	Для поддержки ты подставил свое плечо.	Pereskaz	2018-07-04 21:02:49	2018-07-04 21:02:49
65	0x41	A	176	444145	rus	Я бы хотел знать телефонный номер ближайшего отделения «American Express».	Hellerick	2010-07-30 16:36:57	2010-07-30 16:36:57
66	0x42	B	124	6449101	rus	Я ездил на BMW.	Selena777	2017-11-05 18:03:58	2017-11-05 18:03:58
67	0x43	C	222	4589777	rus	По данным «BBC News», за период с 2006 по 2012 годы в Мексике погибло более 77 тысяч человек из-за насилия, связанного с наркотиками.	odexed	2015-10-08 22:33:01	2016-04-05 14:41:24
68	0x44	D	136	2768321	rus	Многие путают слово "Dutch", означающее "голландский язык" по-английски, со словом "Deutsch", означающим "немецкий язык" по-немецки.	marafon	2013-10-01 12:35:07	2013-10-01 12:35:07
69	0x45	E	80	4587950	rus	Важнейшая команда в языке структурированных запросов SQL - «SELECT». Инструкция SELECT возвращает набор строк из таблиц, курсоров, соединений или набор строк, возвращаемых другими инструкциями SELECT.	odexed	2015-10-08 12:51:39	2015-10-08 20:23:09
70	0x46	F	130	1281393	rus	Facebook отнимает у меня много времени.	saiko	2011-12-05 19:03:09	2011-12-05 19:03:09
71	0x47	G	90	5149759	rus	Сегодня GPS используется во всём мире.	odexed	2016-05-18 21:03:07	2016-05-18 21:03:07
72	0x48	H	60	10345194	rus	В 1992 году Марион Тинсли (1927-1995), казалось бы, непобедимый чемпион мира по шашкам, защитил свой титул против компьютерной программы CHINOOK в серии игр, из которых он выиграл 4, проиграл 2 и сыграл вничью 33. Это был первый случай, когда человецкий чемпион мира защищал свой титул против компьютера.	carlosalberto	2021-10-05 23:22:11	2021-10-05 23:22:11
73	0x49	I	361	7776309	rus	Это чума XXI века.	marafon	2019-02-14 14:03:41	2019-02-14 14:03:41
74	0x4a	J	34	4148299	rus	Java и JavaScript отличаются примерно как Индия и Индонезия.	sharptoothed	2015-05-04 17:49:38	2015-05-04 17:49:38
75	0x4b	K	43	10336520	rus	Немецкое слово "Kummerspeck" обозначает лишний вес, набранный в бесплодных попытках заесть горе, стресс или усталость.	Ooneykcall	2021-10-02 20:18:55	2021-10-02 20:39:51
76	0x4c	L	95	4141412	rus	Я бы не слишком удивился, если бы Том получил невысокий балл на экзамене TOEFL.	odexed	2015-05-03 03:17:44	2015-05-03 03:17:44
77	0x4d	M	128	6578470	rus	Эту функцию MP3 плеера не смогут полноценно использовать те, у кого нет компьютера.	fipl	2017-12-28 16:27:25	2017-12-28 16:27:25
78	0x4e	N	82	9862916	rus	Министр иностранных дел России приехал в Китай в маске с надписью "FCKNG QRNTN".	Ivanovb	2021-03-23 00:59:21	2021-03-23 00:59:21
79	0x4f	O	57	1786802	rus	В отличие от MP3, Ogg Vorbis можно использовать без выплаты отчислений за распространение программы.	Aleksej	2012-08-19 23:35:51	2012-08-19 23:37:25
80	0x50	P	205	4750024	rus	У тебя есть PlayStation 3?	odexed	2015-12-07 15:01:20	2015-12-07 15:01:20
81	0x51	Q	27	12290998	rus	Как в SQLite получить список уникальных значений?	ZegPhig	2024-01-29 14:06:51	2024-01-29 14:06:51
82	0x52	R	67	7904083	rus	Том умеет играть на гармонике "Red River Valley".	Ooneykcall	2019-05-12 08:35:27	2020-03-08 23:15:52
83	0x53	S	188	10785774	rus	Эта программа не может быть запущена в режиме DOS.	janTuki	2022-04-25 15:23:13	2022-04-25 15:23:13
84	0x54	T	230	478980	rus	Tatoeba — проект с открытыми исходными кодами.	al_ex_an_der	2010-08-25 13:22:00	2013-03-16 12:47:54
85	0x55	U	34	3990624	rus	Владелица рынка VITARUS в Казани - вьетнамская женщина по имени Дао Тхи Кой.	AqQoyriq_1	2015-03-26 16:57:35	2015-05-12 06:06:12
86	0x56	V	143	442370	rus	Фундаментальные принципы классической механики были заложены Галилеем и Ньютоном в XVI и XVII веках.	Hellerick	2010-07-29 17:28:33	2010-07-29 17:28:33
87	0x57	W	91	4916229	rus	Четыре из моих любимых Рождественских песен это - "Silent Night", "Joy to the World", "The First Noel" и "Away in the Manger".	maks	2016-02-16 12:00:15	2016-02-16 12:00:15
88	0x58	X	234	11850806	rus	История польской государственности началась примерно в середине X века.	Wezel	2023-06-16 17:46:32	2023-06-16 17:46:32
89	0x59	Y	57	8911087	rus	Используйте Yahoo.	Katie_Yves	2020-07-12 12:13:03	2020-07-12 12:13:03
90	0x5a	Z	24	3115939	rus	Примером японских заимствований в английском могут служить "sushi" или "Zen".	Ooneykcall	2014-03-22 07:37:08	2014-03-22 07:37:32
91	0x5b	[	14	7410615	rus	В этом языке фонема /b/ произносится как [p], когда находится на конце слова.	Wezel	2018-11-03 09:20:42	2018-11-03 09:20:42
93	0x5d	]	14	11062542	rus	Для того, чтобы поменять цвет надписи, поменяйте указанное в квадратных скобках название цвета. Например, вместо [красный] укажите [синий].	ZegPhig	2022-08-15 10:43:32	2022-08-15 10:43:32
94	0x5e	^	4	11250943	rus	(a-b)^2 — это квадрат разности.	ZegPhig	2022-11-15 21:23:31	2022-11-15 21:23:31
95	0x5f	_	25	4659108	rus	Это первое предложение в списке «New_Tat_List». И оно же будет последним.	odexed	2015-10-31 16:24:22	2015-10-31 16:24:44
97	0x61	a	929	479042	rus	Машина Марко называется «Thunder Giant».	Olya	2010-08-25 13:40:03	2013-07-16 20:49:25
98	0x62	b	294	8338929	rus	Forbes назвал его самым высокооплачиваемым спортсменом в 2013 году.	BW	2019-11-22 14:24:30	2019-11-22 14:24:30
99	0x63	c	275	1722450	rus	Этот эффект заметили создатели полноэкранных редакторов, таких как PyRoom, FocusWriter и DarkRoom.	Olya	2012-07-24 18:12:16	2013-07-16 21:12:21
100	0x64	d	247	8293193	rus	Dendy — это пиратский клон игровой приставки Nintendo Famicom.	fjay69	2019-10-30 13:45:58	2019-10-30 13:45:58
101	0x65	e	1024	4916229	rus	Четыре из моих любимых Рождественских песен это - "Silent Night", "Joy to the World", "The First Noel" и "Away in the Manger".	maks	2016-02-16 12:00:15	2016-02-16 12:00:15
102	0x66	f	113	9967728	rus	Руи Лопес де Сегура, священник и известный испанский шахматист XVI века, написал книгу на 150 страниц под названием Libro del Ajedrez, посвящённую подробному исследованию им дебюта 1. e4 e5 2. ♘f3 ♞c6 3. ♗b5, названного в его честь.	carlosalberto	2021-04-18 11:53:01	2022-11-11 21:21:10
103	0x67	g	204	3091324	rus	Китайский спутник обнаружил место крушения самолёта «Boeing-777-200» авиакомпании Malaysia Airlines, пропавшего на прошлой неделе.	ABChessel	2014-03-13 03:53:19	2014-03-13 03:53:19
104	0x68	h	262	4594509	rus	Какой язык стоит в настройках твоего WhatsApp?	odexed	2015-10-10 09:35:32	2015-10-10 09:35:32
105	0x69	i	710	5213149	rus	Мои познания в английском ограничиваются фразой "London is the capital of Great Britain".	odexed	2016-06-14 14:51:18	2016-06-14 14:51:18
106	0x6a	j	30	4968798	rus	В языке эсперанто прилагательные заканчиваются на "a". Множественное число образуется добавлением "j".	odexed	2016-03-11 19:40:12	2016-03-11 19:40:12
107	0x6b	k	167	7428325	rus	В финском согласные k, p, t произносятся без придыхания.	Wezel	2018-11-07 19:44:21	2018-11-07 19:44:21
108	0x6c	l	431	3760410	rus	Slacktivism — это контаминация, образованная словами slacker и activism.	Robertpaulson	2015-01-11 05:00:27	2015-02-03 21:22:18
109	0x6d	m	207	2678297	rus	Я не знаю больше онлайн-словарей, но в PDF’ном виде есть 香港粵語詞典, можно скачать с ishare.iask.sina.com.cn.	User55521	2013-08-15 16:40:43	2019-02-24 20:40:42
110	0x6e	n	510	5084705	rus	Похоже, многие люди не знают разницу между "then" и "than".	odexed	2016-04-25 17:27:26	2016-04-25 17:27:26
111	0x6f	o	864	4756030	rus	«Это ведь ты переводил, Том?» — «Ага, а что?». — «„Модемизм“ — это что такое?» — «Не знаю, в оригинале так и было написано: „modemism“». — «Правда, что ли?» — «Правда. Смотри вот». — «О как. Это ж „modernism“, нет?»	sharptoothed	2015-12-10 13:00:57	2017-12-10 17:02:30
112	0x70	p	241	8911080	rus	Воспользуйся Skype.	Katie_Yves	2020-07-12 12:08:59	2020-07-12 12:08:59
113	0x71	q	20	11719305	rus	«Sequor» — отложительный глагол.	Wezel	2023-04-28 10:37:59	2023-04-28 10:37:59
114	0x72	r	558	8911097	rus	Воспользуйся Instagram.	Katie_Yves	2020-07-12 12:14:32	2020-07-12 12:14:32
115	0x73	s	513	4413779	rus	По-английски "русский" - "Russian", и "россиянин" - тоже "Russian". Надо бы нам всей Россией перейти на английский - и национальный вопрос исчезнет.	soweli_Elepanto	2015-07-28 09:37:13	2015-07-28 09:44:54
116	0x74	t	639	4081890	rus	«Бог, а вы можете создать камень, который...» — «Ты дебил, такое говорить?» — «А вы можете математику изменить?» — «Я? Да как такое делают? Там доказательства». — «А физику?» — «Сейчас не сделаю». — «А давайте менять не уравнение времени, а число π». — «Да ты понимаешь, что π — это const?» — «Во все остальные уравнения добавим коэффициент». — «Слушай, хорошая идея!»	Ooneykcall	2015-04-17 16:12:05	2015-04-17 16:12:05
117	0x75	u	328	486909	rus	Я умею писать программы на Visual Basic.	corvard	2010-08-29 20:45:59	2013-11-29 09:14:42
118	0x76	v	71	1721668	rus	Kawa — это реализация языка Scheme для JVM, которая позволяет использовать все библиотеки платформы Java.	Ooneykcall	2012-07-24 08:51:48	2014-09-26 23:28:08
119	0x77	w	116	3657241	rus	В немецком числительное "два" до восемнадцатого века различалось по родам: zween (мужской), zwo (женский), zwei (средний). В современном языке форма zwei обобщилась на все рода, и если форма zwo ещё живёт в разговорном языке, употребляясь в потоке чисел — например, при счёте или назывании по цифрам номера — то форма zween исчезла совсем.	Ooneykcall	2014-11-25 18:50:28	2014-11-25 18:50:28
120	0x78	x	128	4515720	rus	Определите диапазон значений константы k, при котором квадратное неравенство x² + kx − 3k > 0 справедливо для любого действительного числа x.	sharptoothed	2015-09-11 10:32:29	2015-09-11 10:32:29
121	0x79	y	144	5170967	rus	Я вам уже отправил деньги через PayPal, так что не беспокойтесь.	Eldad	2016-05-28 06:02:19	2016-05-28 06:02:19
122	0x7a	z	51	10045488	rus	Один из широко известных панграмов – «The quick brown fox jumps over the lazy dog» (быстрая коричневая лиса перепрыгивает через ленивого пса).	Ooneykcall	2021-05-18 10:24:09	2021-05-18 10:24:09
123	0x7b	{	2	5237885	rus	Если {xₙ} ограничена и монотонно возрастает, то {xₙ} является сходящейся.	Yarikkun	2016-06-26 22:03:11	2016-06-29 07:24:13
125	0x7d	}	2	5237885	rus	Если {xₙ} ограничена и монотонно возрастает, то {xₙ} является сходящейся.	Yarikkun	2016-06-26 22:03:11	2016-06-29 07:24:13
126	0x7e	~	1	11825357	rus	Мило ~	sivelock	2023-06-06 21:32:11	2023-06-06 21:32:11
160	0xa0	 	463	8936033	rus	Болгария — прекрасная страна.	marafon	2020-07-24 11:48:27	2020-07-24 13:22:22
171	0xab	«	8578	11142493	rus	«Клик-клик, клик, клик, клик», — доносилось от мыши одного из работников.	ZegPhig	2022-09-26 19:19:37	2022-09-26 19:19:37
173	0xad	­	12	2874236	rus	Дай нашему начальству жизнь тихую и безмятежную во всяком благо­честии и чистоте.	sigavax	2013-11-23 23:23:14	2013-11-23 23:23:14
176	0xb0	°	41	2102667	rus	Хранить в сухом, прохладном месте при температуре от 0 °C до +25 °C и влажности не более 75%.	ABChessel	2012-12-25 07:46:14	2016-08-08 21:30:08
177	0xb1	±	1	2102660	rus	Хранить при температуре (18±3) °С и относительной влажности воздуха не более 75 %.	ABChessel	2012-12-25 07:39:34	2012-12-25 07:39:34
178	0xb2	²	25	5792428	rus	Стаи саранчи могут насчитывать до нескольких миллиардов особей. Они образуют «летучие облака», площадь которых может достигать до 1000 км².	odexed	2017-01-23 13:10:16	2017-01-23 13:11:24
179	0xb3	³	5	5646033	rus	Плотность алюминия составляет 2,7 г/см³.	odexed	2016-11-29 11:23:37	2016-11-29 11:23:37
183	0xb7	·	1	5162683	rus	Джоуль на килограмм-кельвин — единица измерения удельной теплоёмкости в системе СИ. Её обозначение Дж/(кг·К).	odexed	2016-05-24 16:50:36	2016-05-24 16:50:36
185	0xb9	¹	2	2774845	rus	Найдите остаток от деления 2²⁰¹³ на 3.	sharptoothed	2013-10-05 18:08:43	2019-10-05 11:51:10
186	0xba	º	3	4892909	rus	Температура человеческого тела составляет около 37 ºC.	odexed	2016-02-07 08:05:11	2016-02-07 08:05:28
187	0xbb	»	8576	5298066	rus	«А у меня всегда всё было на года. Мимолётных романов у меня никогда не было…» — донесся до Егорова обрывок чьего-то разговора. Он поднял глаза и увидел двух девчонок лет 18, проходивших мимо лавочки, на которую он присел отдохнуть. Егоров проводил их взглядом и задумчиво произнес: «Хм, акселерация, однако…»	sharptoothed	2016-07-24 18:37:10	2016-07-24 18:37:10
189	0xbd	½	3	11717833	rus	После 13-й партии Непомнящий и Дин набрали по 6½ очков, и борьба по-прежнему невероятно захватывающая. Осталась еще одна партия: кто выиграет, тот и станет чемпионом мира по шахматам; но если это закончится ничьей, будет сыгран тай-брейк.	carlosalberto	2023-04-27 15:12:30	2023-04-27 15:12:30
196	0xc4	Ä	1	465823	rus	«I» в «ÄrtzInnen» — это фаллический символ, и такое написание ставит своей целью лишь ещё больше подчеркнуть господство мужчин!	Ooneykcall	2010-08-17 10:45:18	2014-09-26 20:18:53
205	0xcd	Í	1	2498936	rus	Исландия называется "Ísland" на исландском.	paul_lingvo	2013-06-15 01:47:03	2013-06-15 01:47:03
215	0xd7	×	1	3862552	rus	Страницы памяти обычно бывают размером не меньше 4 КиБ (4×1024 байт), а системы с большим диапазоном адресов или большими объёмами реальной памяти, как правило, используют страницы большего размера.	odexed	2015-02-12 11:07:39	2015-02-12 11:07:39
218	0xda	Ú	1	4541718	rus	Шумерское слово LÚ.GAL означает «правитель» или «царь».	Wezel	2015-09-21 11:20:59	2015-09-21 11:20:59
223	0xdf	ß	1	556075	rus	На швейцарской клавиатуре нет буквы ß.	wondersz1	2010-10-09 22:27:48	2011-10-31 02:47:40
225	0xe1	á	5	9832057	rus	Словацкий алфавит состоит из 46 букв: a, á, ä, b, c, č, d, ď, dz, dž, e, é, f, g, h, ch, i, í, j, k, l, ĺ, ľ, m, n, ň, o, ó, ô, p, q, r, ŕ, s, š, t, ť, u, ú, v, w, x, y, ý, z, ž.	ZegPhig	2021-03-08 16:24:54	2021-03-08 16:25:02
228	0xe4	ä	9	4487659	rus	Некоторые немецкие слова чрезвычайно сложно произнести носителям английского языка, например «Streichholzschächtelchen».	alik_farber	2015-09-03 07:15:58	2015-09-04 14:06:56
230	0xe6	æ	1	2204370	rus	Швеция по-шведски произносится как [ˈsværjɛ].	Wezzel	2013-02-09 05:42:11	2016-08-21 13:59:54
231	0xe7	ç	3	4229968	rus	Слово “coraçon” часто встречается в лирических и патриотических песнях Испании. Оно красиво звучит во время пения и хорошо рифмуется со многими испанскими словами.	AqQoyriq_1	2015-05-27 20:20:00	2015-05-27 20:25:36
233	0xe9	é	3	3560013	rus	Мексиканцы не любят, когда пишут «Mejico» вместо «México».	odexed	2014-10-15 20:08:47	2014-10-15 20:08:47
234	0xea	ê	3	6122235	rus	Многие бразильцы, печатая, сокращают "você" до "vc", а "também" до "tb".	odexed	2017-06-02 16:12:52	\N
235	0xeb	ë	4	11909975	rus	Твоë ли это?	Sir	2023-07-05 23:02:26	2023-07-05 23:02:26
237	0xed	í	2	9832057	rus	Словацкий алфавит состоит из 46 букв: a, á, ä, b, c, č, d, ď, dz, dž, e, é, f, g, h, ch, i, í, j, k, l, ĺ, ľ, m, n, ň, o, ó, ô, p, q, r, ŕ, s, š, t, ť, u, ú, v, w, x, y, ý, z, ž.	ZegPhig	2021-03-08 16:24:54	2021-03-08 16:25:02
239	0xef	ï	1	1051793	rus	В французском языке есть глаголы, которые спрягаются крайне нерегулярно. Например, глагол "ouïr".	ae5s	2011-08-18 16:30:14	2011-08-18 16:30:14
241	0xf1	ñ	1	2994294	rus	В испанском используют букву энье (ñ), а в португальском - седиль (ç).	odexed	2014-01-19 05:26:26	2014-01-19 05:26:26
243	0xf3	ó	5	3063650	rus	Лучше попасть в когти воронов, нежели в руки подлиз. Вóроны поедают только мёртвых, а те - живых.	Abeotat1948	2014-02-24 16:48:12	2014-02-24 16:48:12
244	0xf4	ô	2	11383317	rus	Слово «icône» мужского рода или женского?	Wezel	2022-12-28 15:31:15	2022-12-28 15:31:15
246	0xf6	ö	2	10495891	rus	Кому приходится труднее: носителю английского, желающему сказать Eichhörnchen, или носителю немецкого, пытающемуся произнести английский его аналог squirrel?	Ooneykcall	2021-11-09 04:48:36	2021-11-09 04:52:54
250	0xfa	ú	5	3869735	rus	Всякий раз, когда я перевожу что-нибудь с английского языка на испанский, я предпочитаю использовать неформальное обращение "tú" вместо формы вежливого обращения "usted".	odexed	2015-02-15 13:10:51	2015-02-15 13:10:51
252	0xfc	ü	1	2889501	rus	Между словами "schwül" (мокрый) и "schwul" (гомосексуальный) очень маленькая разница.	astynk	2013-11-30 19:26:33	2013-11-30 19:26:33
253	0xfd	ý	1	9832057	rus	Словацкий алфавит состоит из 46 букв: a, á, ä, b, c, č, d, ď, dz, dž, e, é, f, g, h, ch, i, í, j, k, l, ĺ, ľ, m, n, ň, o, ó, ô, p, q, r, ŕ, s, š, t, ť, u, ú, v, w, x, y, ý, z, ž.	ZegPhig	2021-03-08 16:24:54	2021-03-08 16:25:02
257	0x101	ā	1	4245712	rus	Самоназвания некоторых древних народов, населяющих разные регионы мира, почти точно совпадают – как по произношению, так и по значению. Например, этнонимы māori (Новая Зеландия) и мари (Россия) означают “люди, аборигены”.	AqQoyriq_1	2015-06-02 01:27:07	2015-06-02 01:27:07
265	0x109	ĉ	1	633863	rus	Алфавит эсперанто состоит из 28 букв: a, b, c, ĉ, d, e, f, g, ĝ, h, ĥ, i, j, ĵ, k, l, m, n, o, p, r, s, ŝ, t, u, ŭ, v, z.	Maksimo	2010-11-24 11:29:14	2010-11-24 11:29:14
269	0x10d	č	2	9832057	rus	Словацкий алфавит состоит из 46 букв: a, á, ä, b, c, č, d, ď, dz, dž, e, é, f, g, h, ch, i, í, j, k, l, ĺ, ľ, m, n, ň, o, ó, ô, p, q, r, ŕ, s, š, t, ť, u, ú, v, w, x, y, ý, z, ž.	ZegPhig	2021-03-08 16:24:54	2021-03-08 16:25:02
271	0x10f	ď	1	9832057	rus	Словацкий алфавит состоит из 46 букв: a, á, ä, b, c, č, d, ď, dz, dž, e, é, f, g, h, ch, i, í, j, k, l, ĺ, ľ, m, n, ň, o, ó, ô, p, q, r, ŕ, s, š, t, ť, u, ú, v, w, x, y, ý, z, ž.	ZegPhig	2021-03-08 16:24:54	2021-03-08 16:25:02
275	0x113	ē	3	10478059	rus	Персиковое дерево называется по-древнеанглийски persoctrēow.	Ooneykcall	2021-11-01 22:36:59	2021-11-01 22:36:59
285	0x11d	ĝ	1	633863	rus	Алфавит эсперанто состоит из 28 букв: a, b, c, ĉ, d, e, f, g, ĝ, h, ĥ, i, j, ĵ, k, l, m, n, o, p, r, s, ŝ, t, u, ŭ, v, z.	Maksimo	2010-11-24 11:29:14	2010-11-24 11:29:14
286	0x11e	Ğ	1	5380905	rus	Турецкая буква Ğ и испанская H сбежали друг с другом, и было у них много-много совершенно немых детей.	Wezel	2016-08-29 12:55:46	2016-08-29 12:55:46
293	0x125	ĥ	1	633863	rus	Алфавит эсперанто состоит из 28 букв: a, b, c, ĉ, d, e, f, g, ĝ, h, ĥ, i, j, ĵ, k, l, m, n, o, p, r, s, ŝ, t, u, ŭ, v, z.	Maksimo	2010-11-24 11:29:14	2010-11-24 11:29:14
299	0x12b	ī	1	3283946	rus	Впервые термин Latvija был открыто употреблён в тексте национального гимна этой страны Dievs, svētī Latviju! (Боже, благослови Латвию!), написанном в 1873 году. Самоназвания латышского народа и его Родины были под запретом царских властей России.	Abeotat1948	2014-05-29 09:58:35	2014-05-29 17:10:09
309	0x135	ĵ	1	633863	rus	Алфавит эсперанто состоит из 28 букв: a, b, c, ĉ, d, e, f, g, ĝ, h, ĥ, i, j, ĵ, k, l, m, n, o, p, r, s, ŝ, t, u, ŭ, v, z.	Maksimo	2010-11-24 11:29:14	2010-11-24 11:29:14
314	0x13a	ĺ	1	9832057	rus	Словацкий алфавит состоит из 46 букв: a, á, ä, b, c, č, d, ď, dz, dž, e, é, f, g, h, ch, i, í, j, k, l, ĺ, ľ, m, n, ň, o, ó, ô, p, q, r, ŕ, s, š, t, ť, u, ú, v, w, x, y, ý, z, ž.	ZegPhig	2021-03-08 16:24:54	2021-03-08 16:25:02
318	0x13e	ľ	1	9832057	rus	Словацкий алфавит состоит из 46 букв: a, á, ä, b, c, č, d, ď, dz, dž, e, é, f, g, h, ch, i, í, j, k, l, ĺ, ľ, m, n, ň, o, ó, ô, p, q, r, ŕ, s, š, t, ť, u, ú, v, w, x, y, ý, z, ž.	ZegPhig	2021-03-08 16:24:54	2021-03-08 16:25:02
328	0x148	ň	1	9832057	rus	Словацкий алфавит состоит из 46 букв: a, á, ä, b, c, č, d, ď, dz, dž, e, é, f, g, h, ch, i, í, j, k, l, ĺ, ľ, m, n, ň, o, ó, ô, p, q, r, ŕ, s, š, t, ť, u, ú, v, w, x, y, ý, z, ž.	ZegPhig	2021-03-08 16:24:54	2021-03-08 16:25:02
341	0x155	ŕ	1	9832057	rus	Словацкий алфавит состоит из 46 букв: a, á, ä, b, c, č, d, ď, dz, dž, e, é, f, g, h, ch, i, í, j, k, l, ĺ, ľ, m, n, ň, o, ó, ô, p, q, r, ŕ, s, š, t, ť, u, ú, v, w, x, y, ý, z, ž.	ZegPhig	2021-03-08 16:24:54	2021-03-08 16:25:02
349	0x15d	ŝ	4	9931579	rus	Академия Эсперанто заявляет, что в настоящее время она воздерживается от вынесения суждений относительно применимости неофициальных гендерно-нейтральных местоимений, таких, например, как "ri" или "ŝli", и что она постановила, что не будет возвращаться к этому вопросу в течение, по меньшей мере, ближайших десяти лет.	soweli_Elepanto	2021-04-01 18:57:20	2021-04-06 09:18:58
